CVE ID,Description,Severity,Attack Complexity,Attack Vector,CWE ID,References,Attack Type,Mitigation Strategy
CVE-2021-40822,GeoServer through 2.18.5 and 2.19.x through 2.19.2 allows SSRF via the option for setting a proxy host.,HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://github.com/geoserver/geoserver/compare/2.19.2...2.19.3, https://github.com/geoserver/geoserver/releases, https://osgeo-org.atlassian.net/browse/GEOS-10229, https://osgeo-org.atlassian.net/browse/GEOS-10229?focusedCommentId=83508, https://github.com/geoserver/geoserver/compare/2.19.2...2.19.3, https://github.com/geoserver/geoserver/releases, https://osgeo-org.atlassian.net/browse/GEOS-10229, https://osgeo-org.atlassian.net/browse/GEOS-10229?focusedCommentId=83508",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-1239,"The HubSpot WordPress plugin before 8.8.15 does not validate the proxy URL given to the proxy REST endpoint, which could allow users with the edit_posts capability (by default contributor and above) to perform SSRF attacks",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://wpscan.com/vulnerability/4ad2bb96-87a4-4590-a058-b03b33d2fcee, https://wpscan.com/vulnerability/4ad2bb96-87a4-4590-a058-b03b33d2fcee",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-29942,"Talend Administration Center has a vulnerability that allows an authenticated user to use the Service Registry 'Add' functionality to perform SSRF HTTP GET requests on URLs in the internal network. The issue is fixed for versions 8.0.x in TPS-5189, versions 7.3.x in TPS-5175, and versions 7.2.x in TPS-5201. Earlier versions of Talend Administration Center may also be impacted; users are encouraged to update to a supported version.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://Talend.com, https://www.talend.com/security/incident-response/#CVE-2022-29942, https://Talend.com, https://www.talend.com/security/incident-response/#CVE-2022-29942",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-1398,"The External Media without Import WordPress plugin through 1.1.2 does not have any authorisation and does to ensure that medias added via URLs are external medias, which could allow any authenticated users, such as subscriber to perform blind SSRF attacks",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://wpscan.com/vulnerability/5440d177-e995-403e-b2c9-42ceda14579e, https://wpscan.com/vulnerability/5440d177-e995-403e-b2c9-42ceda14579e",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-1713,SSRF on /proxy in GitHub repository jgraph/drawio prior to 18.0.4. An attacker can make a request as the server and read its contents. This can lead to a leak of sensitive information.,HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://github.com/jgraph/drawio/commit/283d41ec80ad410d68634245cf56114bc19331ee, https://huntr.dev/bounties/cad3902f-3afb-4ed2-abd0-9f96a248de11, https://github.com/jgraph/drawio/commit/283d41ec80ad410d68634245cf56114bc19331ee, https://huntr.dev/bounties/cad3902f-3afb-4ed2-abd0-9f96a248de11",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-1722,SSRF in editor's proxy via IPv6 link-local address in GitHub repository jgraph/drawio prior to 18.0.5. SSRF to internal link-local IPv6 addresses,LOW,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://github.com/jgraph/drawio/commit/cf5c78aa0f3127fb10053db55b39f3017a0654ae, https://huntr.dev/bounties/c903d563-ba97-44e9-b421-22bfab1e0cbd, https://github.com/jgraph/drawio/commit/cf5c78aa0f3127fb10053db55b39f3017a0654ae, https://huntr.dev/bounties/c903d563-ba97-44e9-b421-22bfab1e0cbd",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2021-40186,"The AppCheck research team identified a Server-Side Request Forgery (SSRF) vulnerability within the DNN CMS platform, formerly known as DotNetNuke. SSRF vulnerabilities allow the attacker to exploit the target system to make network requests on their behalf, allowing a range of possible attacks. In the most common scenario, the attacker exploits SSRF vulnerabilities to attack systems behind the firewall and access sensitive information from Cloud Provider metadata services.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://appcheck-ng.com/dnn-cms-server-side-request-forgery-cve-2021-40186, https://appcheck-ng.com/dnn-cms-server-side-request-forgery-cve-2021-40186",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-24969,"bypass CVE-2021-25640 > In Apache Dubbo prior to 2.6.12 and 2.7.15, the usage of parseURL method will lead to the bypass of the white host check which can cause open redirect or SSRF vulnerability.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CWE-918,"https://lists.apache.org/thread/1xbckc3467wfk5r7n2o44r2brdsbwxgr, https://lists.apache.org/thread/1xbckc3467wfk5r7n2o44r2brdsbwxgr",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-28217,"Some part of SAP NetWeaver (EP Web Page Composer) does not sufficiently validate an XML document accepted from an untrusted source, which allows an adversary to exploit unprotected XML parking at endpoints, and a possibility to conduct SSRF attacks that could compromise system�s Availability by causing system to crash.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-918,"https://launchpad.support.sap.com/#/notes/3148377, https://www.sap.com/documents/2022/02/fa865ea4-167e-0010-bca6-c68f7e60039b.html, https://launchpad.support.sap.com/#/notes/3148377, https://www.sap.com/documents/2022/02/fa865ea4-167e-0010-bca6-c68f7e60039b.html",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2021-36761,The GeoAnalytics feature in Qlik Sense April 2020 patch 4 allows SSRF.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://www.cyberiskvision.com/advisory/, https://www.cyberiskvision.com/advisory/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-1977,"The Import Export All WordPress Images, Users & Post Types WordPress plugin before 6.5.3 does not fully validate the file to be imported via an URL before making an HTTP request to it, which could allow high privilege users such as admin to perform Blind SSRF attacks",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://wpscan.com/vulnerability/1b640519-75e1-48cb-944e-b9bff9de6d3d, https://wpscan.com/vulnerability/1b640519-75e1-48cb-944e-b9bff9de6d3d",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-32533,"Apache Jetspeed-2 does not sufficiently filter untrusted user input by default leading to a number of issues including XSS, CSRF, XXE, and SSRF. Setting the configuration option ""xss.filter.post = true"" may mitigate these issues. NOTE: Apache Jetspeed is a dormant project of Apache Portals and no updates will be provided for this issue",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-79,"http://www.openwall.com/lists/oss-security/2022/07/06/1, https://lists.apache.org/thread/d3g248pr03x8rvmh8p2t3xdlw0wn5dz2, https://www.openwall.com/lists/oss-security/2022/07/06/1, http://www.openwall.com/lists/oss-security/2022/07/06/1, https://lists.apache.org/thread/d3g248pr03x8rvmh8p2t3xdlw0wn5dz2, https://www.openwall.com/lists/oss-security/2022/07/06/1",External SSRF,Implement strict cross-site scripting (XSS) prevention mechanisms
CVE-2022-2339,"With this SSRF vulnerability, an attacker can reach internal addresses to make a request as the server and read it's contents. This attack can lead to leak of sensitive information.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-918,"https://github.com/nocodb/nocodb/commit/000ecd886738b965b5997cd905825e3244f48b95, https://huntr.dev/bounties/fff06de8-2a82-49b1-8e81-968731e87eef, https://github.com/nocodb/nocodb/commit/000ecd886738b965b5997cd905825e3244f48b95, https://huntr.dev/bounties/fff06de8-2a82-49b1-8e81-968731e87eef",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-25800,Best Practical RT for Incident Response (RTIR) before 4.0.3 and 5.x before 5.0.3 allows SSRF via the whois lookup tool.,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,CWE-918,"https://docs.bestpractical.com/release-notes/rtir/4.0.3, https://docs.bestpractical.com/release-notes/rtir/5.0.3, https://docs.bestpractical.com/release-notes/rtir/index.html, https://docs.bestpractical.com/release-notes/rtir/4.0.3, https://docs.bestpractical.com/release-notes/rtir/5.0.3, https://docs.bestpractical.com/release-notes/rtir/index.html",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-25801,Best Practical RT for Incident Response (RTIR) before 4.0.3 and 5.x before 5.0.3 allows SSRF via Scripted Action tools.,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,CWE-918,"https://docs.bestpractical.com/release-notes/rtir/4.0.3, https://docs.bestpractical.com/release-notes/rtir/5.0.3, https://docs.bestpractical.com/release-notes/rtir/index.html, https://docs.bestpractical.com/release-notes/rtir/4.0.3, https://docs.bestpractical.com/release-notes/rtir/5.0.3, https://docs.bestpractical.com/release-notes/rtir/index.html",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-32457,Digiwin BPM has inadequate filtering for URL parameter. An unauthenticated remote attacker can perform Blind SSRF attack to discover internal network topology base on URL error response.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://www.chtsecurity.com/news/09757883-fea6-4aff-9e22-8ae8c4f8f7bb, https://www.twcert.org.tw/tw/cp-132-6287-20ef0-1.html, https://www.chtsecurity.com/news/09757883-fea6-4aff-9e22-8ae8c4f8f7bb, https://www.twcert.org.tw/tw/cp-132-6287-20ef0-1.html",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-35651,"A stored XSS and blind SSRF vulnerability was found in Moodle, occurs due to insufficient sanitization of user-supplied data in the SCORM track details. A remote attacker can trick the victim to follow a specially crafted link and execute arbitrary HTML and script code in user's browser in context of vulnerable website to steal potentially sensitive information, change appearance of the web page, can perform phishing and drive-by-download attacks.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CWE-79,"http://git.moodle.org/gw?p=moodle.git&a=search&h=HEAD&st=commit&s=MDL-71921, https://bugzilla.redhat.com/show_bug.cgi?id=2106275, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/6MOKYVRNFNAODP2XSMGJ5CRDUZCZKAR3/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/MTKUSFPSYFINSQFSOHDQIDVE6FWBEU6V/, https://moodle.org/mod/forum/discuss.php?d=436458, http://git.moodle.org/gw?p=moodle.git&a=search&h=HEAD&st=commit&s=MDL-71921, https://bugzilla.redhat.com/show_bug.cgi?id=2106275, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/6MOKYVRNFNAODP2XSMGJ5CRDUZCZKAR3/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/MTKUSFPSYFINSQFSOHDQIDVE6FWBEU6V/, https://moodle.org/mod/forum/discuss.php?d=436458",Blind SSRF,Implement strict cross-site scripting (XSS) prevention mechanisms
CVE-2022-24406,"OX App Suite through 7.10.6 allows SSRF because multipart/form-data boundaries are predictable, and this can lead to injection into internal Documentconverter API calls.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,CWE-330,"https://open-xchange.com, https://seclists.org/fulldisclosure/2022/Jul/11, https://open-xchange.com, https://seclists.org/fulldisclosure/2022/Jul/11",Internal SSRF,Use secure cryptographic randomness to prevent predictable exploits
CVE-2022-35949,"undici is an HTTP/1.1 client, written from scratch for Node.js.`undici` is vulnerable to SSRF (Server-side Request Forgery) when an application takes in **user input** into the `path/pathname` option of `undici.request`. If a user specifies a URL such as `http://127.0.0.1` or `//127.0.0.1` ```js const undici = require(""undici"") undici.request({origin: ""http://example.com"", pathname: ""//127.0.0.1""}) ``` Instead of processing the request as `http://example.org//127.0.0.1` (or `http://example.org/http://127.0.0.1` when `http://127.0.0.1 is used`), it actually processes the request as `http://127.0.0.1/` and sends it to `http://127.0.0.1`. If a developer passes in user input into `path` parameter of `undici.request`, it can result in an _SSRF_ as they will assume that the hostname cannot change, when in actual fact it can change because the specified path parameter is combined with the base URL. This issue was fixed in `undici@5.8.1`. The best workaround is to validate user input before passing it to the `undici.request` call.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://github.com/nodejs/undici/commit/124f7ebf705366b2e1844dff721928d270f87895, https://github.com/nodejs/undici/releases/tag/v5.8.2, https://github.com/nodejs/undici/security/advisories/GHSA-8qr4-xgw6-wmr3, https://github.com/nodejs/undici/commit/124f7ebf705366b2e1844dff721928d270f87895, https://github.com/nodejs/undici/releases/tag/v5.8.2, https://github.com/nodejs/undici/security/advisories/GHSA-8qr4-xgw6-wmr3",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-35583,wkhtmlTOpdf 0.12.6 is vulnerable to SSRF which allows an attacker to get initial access into the target's system by injecting iframe tag with initial asset IP address on it's source. This allows the attacker to takeover the whole infrastructure by accessing their internal assets.,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,"http://packetstormsecurity.com/files/171446/wkhtmltopdf-0.12.6-Server-Side-Request-Forgery.html, https://cyber-guy.gitbook.io/cyber-guys-blog/blogs/initial-access-via-pdf-file-silently, https://drive.google.com/file/d/1LAmf_6CJLk5qDp0an2s_gVQ0TN2wmht5/view?usp=sharing, https://wkhtmltopdf.org/, http://packetstormsecurity.com/files/171446/wkhtmltopdf-0.12.6-Server-Side-Request-Forgery.html, https://cyber-guy.gitbook.io/cyber-guys-blog/blogs/initial-access-via-pdf-file-silently, https://drive.google.com/file/d/1LAmf_6CJLk5qDp0an2s_gVQ0TN2wmht5/view?usp=sharing, https://wkhtmltopdf.org/",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-31196,"Databasir is a database metadata management platform. Databasir <= 1.06 has Server-Side Request Forgery (SSRF) vulnerability. The SSRF is triggered by a sending a **single** HTTP POST request to create a databaseType. By supplying a `jdbcDriverFileUrl` that returns a non `200` response code, the url is executed, the response is logged (both in terminal and in database) and is included in the response. This would allow an attackers to obtain the real IP address and scan Intranet information. This issue was fixed in version 1.0.7.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L,CWE-918,"https://github.com/vran-dev/databasir/commit/226c20e0c9124037671a91d6b3e5083bd2462058, https://github.com/vran-dev/databasir/releases/tag/v1.0.7, https://github.com/vran-dev/databasir/security/advisories/GHSA-qvg8-427f-852q, https://github.com/vran-dev/databasir/commit/226c20e0c9124037671a91d6b3e5083bd2462058, https://github.com/vran-dev/databasir/releases/tag/v1.0.7, https://github.com/vran-dev/databasir/security/advisories/GHSA-qvg8-427f-852q",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-36663,Gluu Oxauth before v4.4.1 allows attackers to execute blind SSRF (Server-Side Request Forgery) attacks via a crafted request_uri parameter.,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://github.com/GluuFederation/oxAuth/releases/tag/4.4.1, https://gluu.org/gluu-4-4-1/, https://github.com/GluuFederation/oxAuth/releases/tag/4.4.1, https://gluu.org/gluu-4-4-1/",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-36112,"GLPI stands for Gestionnaire Libre de Parc Informatique and is a Free Asset and IT Management Software package, that provides ITIL Service Desk features, licenses tracking and software auditing. Usage of RSS feeds or extenal calendar in planning is subject to SSRF exploit. Server-side requests can be used to scan server port or services opened on GLPI server or its private network. Queries responses are not exposed to end-user (blind SSRF). Users are advised to upgrade to version 10.0.3 to resolve this issue. There are no known workarounds.",LOW,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:N/A:N,CWE-918,"https://github.com/glpi-project/glpi/commit/ad66d69049ae02bead8ed0f4ee654a458643244e, https://github.com/glpi-project/glpi/security/advisories/GHSA-rqgx-gqhp-x8vv, https://github.com/glpi-project/glpi/commit/ad66d69049ae02bead8ed0f4ee654a458643244e, https://github.com/glpi-project/glpi/security/advisories/GHSA-rqgx-gqhp-x8vv",DNS Rebinding SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-2352,"The Post SMTP Mailer/Email Log WordPress plugin before 2.1.7 does not have proper authorisation in some AJAX actions, which could allow high privilege users such as admin to perform blind SSRF on multisite installations for example.",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://wpscan.com/vulnerability/dc99ac40-646a-4f8e-b2b9-dc55d6d4c55c, https://wpscan.com/vulnerability/dc99ac40-646a-4f8e-b2b9-dc55d6d4c55c",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-36551,"A Server Side Request Forgery (SSRF) in the Data Import module in Heartex - Label Studio Community Edition versions 1.5.0 and earlier allows an authenticated user to access arbitrary files on the system. Furthermore, self-registration is enabled by default in these versions of Label Studio enabling a remote attacker to create a new account and then exploit the SSRF.",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,CWE-918,"http://heartex.com, http://labelstud.io, http://packetstormsecurity.com/files/171548/Label-Studio-1.5.0-Server-Side-Request-Forgery.html, https://github.com/heartexlabs/label-studio/pull/2840, http://heartex.com, http://labelstud.io, http://packetstormsecurity.com/files/171548/Label-Studio-1.5.0-Server-Side-Request-Forgery.html, https://github.com/heartexlabs/label-studio/pull/2840",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-39055,RAVA certificate validation system has inadequate filtering for URL parameter. An unauthenticated remote attacker can perform SSRF attack to discover internal network topology base on query response.,MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-918,"https://www.twcert.org.tw/tw/cp-132-6616-9092f-1.html, https://www.twcert.org.tw/tw/cp-132-6616-9092f-1.html",Internal SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-3247,"The Blog2Social: Social Media Auto Post & Scheduler WordPress plugin before 6.9.10 does not have authorisation in an AJAX action, and does not ensure that the URL to make a request to is an external one. As a result, any authenticated users, such as subscriber could perform SSRF attacks",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,CWE-918,"https://wpscan.com/vulnerability/ee312f22-ca58-451d-a1cb-3f78a6e5ecaf, https://wpscan.com/vulnerability/ee312f22-ca58-451d-a1cb-3f78a6e5ecaf",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-39276,"GLPI stands for Gestionnaire Libre de Parc Informatique. GLPI is a Free Asset and IT Management Software package that provides ITIL Service Desk features, licenses tracking and software auditing. Usage of RSS feeds or an external calendar in planning is subject to SSRF exploit. In case a remote script returns a redirect response, the redirect target URL is not checked against the URL allow list defined by administrator. This issue has been patched, please upgrade to 10.0.4. There are currently no known workarounds.",LOW,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:N/A:N,CWE-918,"https://github.com/glpi-project/glpi/security/advisories/GHSA-8vwg-7x42-7v6p, https://huntr.dev/bounties/7a88f92b-1ee2-4ca8-9cf8-05fcf6cfe73f/, https://github.com/glpi-project/glpi/security/advisories/GHSA-8vwg-7x42-7v6p, https://huntr.dev/bounties/7a88f92b-1ee2-4ca8-9cf8-05fcf6cfe73f/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-26088,"An issue was discovered in BMC Remedy before 22.1. Email-based Incident Forwarding allows remote authenticated users to inject HTML (such as an SSRF payload) into the Activity Log by placing it in the To: field. This affects rendering that occurs upon a click in the ""number of recipients"" field. NOTE: the vendor's position is that ""no real impact is demonstrated.""",MEDIUM,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,CWE-79,"http://packetstormsecurity.com/files/169863/BMC-Remedy-ITSM-Suite-9.1.10-20.02-HTML-Injection.html, http://seclists.org/fulldisclosure/2022/Nov/10, https://sec-consult.com/vulnerability-lab/advisory/html-injection-in-bmc-remedy-itsm-suite/, http://packetstormsecurity.com/files/169863/BMC-Remedy-ITSM-Suite-9.1.10-20.02-HTML-Injection.html, http://seclists.org/fulldisclosure/2022/Nov/10, https://sec-consult.com/vulnerability-lab/advisory/html-injection-in-bmc-remedy-itsm-suite/",External SSRF,Implement strict cross-site scripting (XSS) prevention mechanisms
CVE-2022-41906,"OpenSearch Notifications is a notifications plugin for OpenSearch that enables other plugins to send notifications via Email, Slack, Amazon Chime, Custom web-hook etc channels. A potential SSRF issue in OpenSearch Notifications Plugin starting in 2.0.0 and prior to 2.2.1 could allow an existing privileged user to enumerate listening services or interact with configured resources via HTTP requests exceeding the Notification plugin's intended scope. OpenSearch 2.2.1+ contains the fix for this issue. There are currently no recommended workarounds. 
",HIGH,LOW,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:N,CWE-918,"https://github.com/opensearch-project/notifications/pull/496, https://github.com/opensearch-project/notifications/pull/507, https://github.com/opensearch-project/notifications/security/advisories/GHSA-pfc4-3436-jgrw, https://github.com/opensearch-project/notifications/pull/496, https://github.com/opensearch-project/notifications/pull/507, https://github.com/opensearch-project/notifications/security/advisories/GHSA-pfc4-3436-jgrw",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-39383,"KubeVela is an open source application delivery platform. Users using the VelaUX APIServer could be affected by this vulnerability. When using Helm Chart as the component delivery method, the request address of the warehouse is not restricted, and there is a blind SSRF vulnerability. Users who're using v1.6, please update the v1.6.1. Users who're using v1.5, please update the v1.5.8. There are no known workarounds for this issue.",MEDIUM,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:N,CWE-918,"https://github.com/kubevela/kubevela/pull/5000, https://github.com/kubevela/kubevela/security/advisories/GHSA-m5xf-x7q6-3rm7, https://github.com/kubevela/kubevela/pull/5000, https://github.com/kubevela/kubevela/security/advisories/GHSA-m5xf-x7q6-3rm7",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-45152,"A blind Server-Side Request Forgery (SSRF) vulnerability was found in Moodle. This flaw exists due to insufficient validation of user-supplied input in LTI provider library. The library does not utilise Moodle's inbuilt cURL helper, which resulted in a blind SSRF risk. An attacker can send a specially crafted HTTP request and trick the application to initiate requests to arbitrary systems. This vulnerability allows a remote attacker to perform SSRF attacks.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,CWE-918,"http://git.moodle.org/gw?p=moodle.git&a=search&h=HEAD&st=commit&s=MDL-71920, https://bugzilla.redhat.com/show_bug.cgi?id=2142775, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/2DHYIIAUXUBHMBEDYU7TYNZXEN2W2SA2/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/74SXNGA5RIWM7QNX7H3G7SYIQLP4UUGV/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NLRJB5JNKK3VVBLV3NH3RI7COEDAXSAB/, https://moodle.org/mod/forum/discuss.php?d=440772, http://git.moodle.org/gw?p=moodle.git&a=search&h=HEAD&st=commit&s=MDL-71920, https://bugzilla.redhat.com/show_bug.cgi?id=2142775, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/2DHYIIAUXUBHMBEDYU7TYNZXEN2W2SA2/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/74SXNGA5RIWM7QNX7H3G7SYIQLP4UUGV/, https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/NLRJB5JNKK3VVBLV3NH3RI7COEDAXSAB/, https://moodle.org/mod/forum/discuss.php?d=440772",Blind SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-35508,"Proxmox Virtual Environment (PVE) and Proxmox Mail Gateway (PMG) are vulnerable to SSRF when proxying HTTP requests between pve(pmg)proxy and pve(pmg)daemon. An attacker with an unprivileged account can craft an HTTP request to achieve SSRF and file disclosure of any files on the server. Also, in Proxmox Mail Gateway, privilege escalation to the root@pam account is possible if the backup feature has ever been used, because backup files such as pmg-backup_YYYY_MM_DD_*.tgz have 0644 permissions and contain an authkey value. This is fixed in pve-http-server 4.1-3.",CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://git.proxmox.com/?p=pve-http-server.git%3Ba=commitdiff%3Bh=580d540ea907ba15f64379c5bb69ecf1a49a875f, https://git.proxmox.com/?p=pve-http-server.git%3Ba=commitdiff%3Bh=c2bd69c7b5e9c775f96021cf8ae53da3dbd9029d, https://git.proxmox.com/?p=pve-http-server.git%3Ba=commitdiff%3Bh=e9df8a6e76b2a18f89295a5d92a62177bbf0f762, https://starlabs.sg/blog/2022/12-multiple-vulnerabilites-in-proxmox-ve--proxmox-mail-gateway/, https://git.proxmox.com/?p=pve-http-server.git%3Ba=commitdiff%3Bh=580d540ea907ba15f64379c5bb69ecf1a49a875f, https://git.proxmox.com/?p=pve-http-server.git%3Ba=commitdiff%3Bh=c2bd69c7b5e9c775f96021cf8ae53da3dbd9029d, https://git.proxmox.com/?p=pve-http-server.git%3Ba=commitdiff%3Bh=e9df8a6e76b2a18f89295a5d92a62177bbf0f762, https://starlabs.sg/blog/2022/12-multiple-vulnerabilites-in-proxmox-ve--proxmox-mail-gateway/",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
CVE-2022-46827,In JetBrains IntelliJ IDEA before 2022.3 an XXE attack leading to SSRF via requests to custom plugin repositories was possible.,LOW,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,CWE-611,"https://www.jetbrains.com/privacy-security/issues-fixed/, https://www.jetbrains.com/privacy-security/issues-fixed/",External SSRF,Disable XML external entity (XXE) processing to prevent SSRF exploitation
CVE-2022-46364,A SSRF vulnerability in parsing the href attribute of XOP:Include in MTOM requests in versions of Apache CXF before 3.5.5 and 3.4.10 allows an attacker to perform SSRF style attacks on webservices that take at least one parameter of any type. ,CRITICAL,LOW,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-918,"https://cxf.apache.org/security-advisories.data/CVE-2022-46364.txt?version=1&modificationDate=1670944472739&api=v2, https://cxf.apache.org/security-advisories.data/CVE-2022-46364.txt?version=1&modificationDate=1670944472739&api=v2",External SSRF,"Restrict internal network access, validate user input, use allowlists for URLs"
